str_no_string|NO STRING! 
str_quick_battle_troop_3|作 为 一 个 生 活 在 乌 克 斯 豪 尔 附 近 的 小 贵 族 的 次 子 ， 荷 根 受 过 战 争 和 单 挑 技 艺 的 教 育 。 受 封 骑 士 后 ， 他 成 为 乌 克 斯 豪 尔 领 主 军 中 的 雇 佣 骑 士 ， 与 维 吉 亚 人 作 战 ， 随 后 率 领 游 骑 兵 在 阿 密 尔 附 近 击 退 库 吉 特 袭 击 。 随 后 的 反 击 和 两 次 战 役 ， 让 他 以 战 士 身 份 名 声 大 噪 。 遗 憾 的 是 ， 和 平 后 他 被 解 雇 ， 再 无 晋 升 之 机 。 因 无 继 承 希 望 ， 战 技 在 和 平 中 荒 废 ， 他 招 募 青 年 战 士 ， 成 为 雇 佣 军 团 长 。 他 现 在 希 望 利 用 卡 拉 迪 亚 不 缺 雇 佣 军 需 求 的 机 会 谋 生 。 
str_quick_battle_troop_4|康 拉 德 是 远 西 大 洋 彼 岸 巴 利 昂 王 国 的 职 业 雇 佣 兵 。 大 半 生 征 战 ， 经 历 无 数 战 火 ， 他 深 爱 这 份 冒 险 生 涯 。 虽 曾 被 钉 头 锤 砸 扁 鼻 子 、 身 负 多 伤 ， 却 凭 强 臂 、 狡 黠 和 运 气 活 了 下 来 。 听 说 卡 拉 迪 亚 有 赚 钱 机 会 等 着 他 这 样 的 人 才 ， 他 租 船 带 手 下 跨 海 而 来 ， 寻 找 新 的 战 场 。 作 为 与 卡 拉 迪 亚 各 国 无 瓜 葛 的 雇 佣 兵 ， 他 乐 于 为 钱 袋 鼓 胀 的 领 主 效 力 。 
str_quick_battle_troop_5|斯 维 尔 是 所 谓 的 “海 上 劫 掠 者” 之 一 — — 来 自 北 海 彼 岸 冰 寒 的 朱 姆 尼 王 国 ， 据 说 是 诺 德 人 的 祖 源 地 。 年 轻 时 ， 他 就 参 与 过 多 次 袭 击 沃 尔 切 格 亲 族 和 维 吉 亚 人 的 行 动 。 但 他 聪 明 过 人 ， 很 快 发 现 卡 拉 迪 亚 比 故 乡 富 裕 得 多 ， 在 这 里 能 过 更 好 的 生 活 。 在 袭 击 加 耶 克 时 ， 同 伴 掠 夺 村 庄 、 俘 虏 人 口 ， 他 偷 偷 离 去 ， 伪 装 成 查 尔 贝 克 山 区 的 乡 巴 佬 ， 迅 速 闯 出 猛 战 士 的 名 声 。 现 在 ， 他 率 领 雇 佣 军 团 追 求 自 己 的 财 富 。 
str_quick_battle_troop_6|波 里 斯 拉 夫 来 自 维 吉 亚 苔 原 深 处 的 查 尔 涅 ， 是 一 名 猎 人 。 他 终 生 追 猎 野 兽 ， 以 肉 为 食 、 以 皮 为 衣 ， 如 无 尽 战 争 前 的 祖 先 一 样 靠 土 地 为 生 。 现 在 ， 野 兽 因 不 断 的 战 争 声 响 惊 慌 逃 窜 ， 士 兵 肆 意 屠 杀 动 物 ， 未 被 烧 毁 的 森 林 也 再 无 生 机 。 面 临 饥 饿 ， 博 里 斯 拉 夫 决 定 把 从 猎 鹿 、 狼 、 熊 中 学 来 的 弓 矛 技 艺 用 于 追 猎 人 类 ， 他 稳 定 的 手 和 敏 锐 的 眼 ， 已 夺 走 无 数 生 命 。 他 不 关 心 王 国 争 端 ， 只 在 乎 让 自 己 和 手 下 填 饱 肚 子 。 
str_quick_battle_troop_7|斯 塔 夫 罗 斯 出 生 于 独 立 城 邦 禅 达 ， 成 年 后 大 部 分 时 间 在 著 名 警 官 哈 雷 克 手 下 当 城 卫 。 他 的 领 导 力 和 武 艺 ， 对 消 灭 该 地 恐 怖 的 河 盗 至 关 重 要 ， 但 面 对 城 邦 的 灾 难 却 无 能 为 力 。 当 禅 达 被 大 批 海 上 劫 掠 者 夷 为 平 地 ， 他 随 难 民 逃 离 燃 烧 的 城 市 。 短 暂 流 浪 、 打 零 工 后 ， 他 加 入 雇 佣 军 团 ， 凭 借 忠 诚 和 战 术 才 能 晋 升 为 领 导 。 现 在 ， 他 大 部 分 精 力 用 于 联 合 猎 人 和 地 方 当 局 对 抗 海 盗 和 其 他 法 外 之 徒 ， 力 求 保 障 旅 客 安 全 。 
str_quick_battle_troop_8|佳 玛 拉 在 萨 兰 德 土 地 外 的 沙 漠 深 处 游 牧 部 落 长 大 ， 很 早 就 学 会 用 弹 弓 和 长 矛 狩 猎 。 但 沙 漠 的 简 朴 生 活 和 艰 苦 环 境 无 法 满 足 她 ， 她 热 切 想 见 传 说 中 的 广 阔 世 界 。 对 冒 险 的 年 轻 女 子 而 言 ， 生 活 不 易 ， 佳 玛 拉 必 须 快 速 适 应 卡 拉 迪 亚 的 生 存 法 则 。 一 次 争 执 后 ， 她 夺 走 攻 击 者 的 武 器 甲 胄 ， 现 在 用 厚 重 的 萨 兰 德 服 装 掩 饰 美 貌 ， 许 多 人 甚 至 怀 疑 她 是 男 人 — — 在 战 场 上 ， 她 的 威 胁 力 不 亚 于 任 何 男 人 。 她 收 拢 一 群 追 随 者 ， 一 起 在 战 火 蹂 躏 的 土 地 上 寻 求 荣 耀 。 
str_quick_battle_troop_9|艾 瑟 罗 德 并 非 贵 族 。 他 曾 两 次 改 名 ， 维 吉 亚 领 土 上 的 大 部 分 罪 行 都 被 归 咎 于 他 。 无 论 真 假 ， 他 声 称 从 未 伤 害 无 辜 ， 自 认 为 爱 国 公 民 ， 曾 多 次 在 部 落 受 威 胁 时 率 领 叛 军 前 来 援 助 。 但 和 平 时 期 ， 大 多 数 领 主 都 对 他 敬 而 远 之 ， 因 他 胆 大 敢 为 ， 随 时 准 备 挑 战 领 主 。 他 在 瑞 瓦 丁 贫 民 窟 出 生 长 大 ， 十 四 岁 学 会 用 弓 并 离 家 出 走 。 三 十 二 岁 时 ， 他 的 箭 术 几 近 完 美 ， 虽 不 善 骑 马 ， 却 能 远 距 离 命 中 目 标 。 他 坚 韧 如 铁 、 敏 锐 如 鹰 ， 是 当 地 真 正 的 传 奇 人 物 。 
str_quick_battle_troop_10|作 为 萨 兰 德 王 国 最 恶 名 昭 著 的 盗 匪 首 领 之 女 ， 扎 伊 拉 的 生 活 从 不 轻 松 ， 但 她 应 对 得 游 刃 有 余 。 与 大 多 数 女 子 不 同 ， 她 从 小 学 习 沙 漠 战 士 的 本 领 ， 剑 术 和 弓 术 同 样 致 命 。 当 同 龄 女 孩 学 习 持 家 时 ， 她 学 会 了 如 何 最 利 落 地 杀 商 人 夺 财 。 十 六 岁 时 ， 她 杀 的 人 比 苏 丹 军 中 的 普 通 老 兵 还 多 。 二 十 岁 生 日 前 ， 父 亲 在 与 另 一 盗 匪 首 领 的 打 斗 中 丧 生 。 作 为 独 女 ， 扎 伊 拉 接 管 了 父 亲 的 匪 帮 。 为 父 亲 报 仇 后 ， 她 很 快 重 振 旗 鼓 。 现 在 ， 她 正 步 步 建 立 自 己 作 为 盗 匪 首 领 的 名 声 。 
str_quick_battle_troop_11|阿 尔 戈 ・ 森 德 纳 尔 经 历 丰 富 。 初 到 卡 拉 迪 亚 做 商 人 时 ， 他 期 望 比 在 洛 克 蒂 赚 更 多 钱 。 却 不 知 战 火 纷 飞 的 卡 拉 迪 亚 充 满 盗 匪 和 杀 手 ， 贸 易 比 洛 克 蒂 复 杂 得 多 。 商 队 遭 袭 失 去 所 有 货 物 和 钱 财 后 ， 他 被 竞 争 对 手 收 购 ， 迫 于 生 计 成 为 商 队 保 镖 。 尽 管 战 斗 技 能 一 般 ， 他 很 快 在 卡 拉 迪 亚 一 条 危 险 商 道 找 到 工 作 。 纯 属 幸 运 ， 他 活 了 下 来 ， 积 累 足 够 战 斗 经 验 和 资 金 ， 开 始 自 己 的 商 队 主 业 ， 为 需 要 货 物 保 护 的 商 人 提 供 服 务 。 
str_tutorial_training_ground_intro_message|在 训 练 场 四 处 走 走 ， 与 战 士 交 谈 以 练 习 《 骑 马 与 砍 杀 》 战 斗 的 各 个 方 面 。 你 可 使 用 ASDW 键 移 动 。 要 与 角 色 对 话 ， 走 近 他 直 至 屏 幕 出 现 其 名 字 ， 然 后 按 F 键 。 你 也 可 用 F 键 捡 起 物 品 、 开 门 和 与 物 体 互 动 。 按 Tab 键 可 随 时 退 出 教 程 。 
str_map_basic|地 图 
str_game_type_basic|游 戏 类 型 
str_battle|战 场 模 式 
str_siege_offense|围 城 （ 进 攻 ） 
str_siege_defense|围 城 （ 防 御 ） 
str_character|角 色 
str_biography|背 景 
str_player|玩 家 
str_enemy|敌 人 
str_faction|阵 营 
str_army_composition|部 队 成 份 
str_army_size|部 队 规 模 
str_reg0_men|{reg0}人 
str_start|开 始 
str_i_need_to_raise_some_men_before_attempting_anything_else|我 在 试 图 干 任 何 事 情 之 前 最 好 先 召 集 一 些 人 
str_we_are_currently_at_peace|我 们 现 在 保 持 和 平 
str_the_marshalship|元 帅 职 位 
str_you|你 
str_myself|我 自 己 
str_my_friend_s15|我 的 朋 友 {s15}
str_custom_battle|定 制 战 斗 
str_comment_intro_liege_affiliated_to_player|据 说 你 对 我 — — 卡 拉 迪 亚 之 王 的 权 力 和 地 位 提 出 了 质 疑 ？ 毫 无 疑 问 ， 我 对 此 极 为 不 快 ， 但 是 我 是 仁 慈 和 明 理 的 人 ， 我 们 仍 然 可 以 就 此 谈 谈 。 
str_s21_the_s8_declared_war_out_of_personal_enmity|{s21}{s8}由 于 个 人 恩 怨 而 宣 战 。 
str_s21_the_s8_declared_war_in_response_to_border_provocations|{s21}{s8}由 于 敌 人 针 对 边 境 的 挑 衅 而 宣 战 。 
str_s21_the_s8_declared_war_to_curb_the_other_realms_power|{s21}{s8}为 制 衡 他 国 势 力 而 宣 战 。 
str_s21_the_s8_declared_war_to_regain_lost_territory|{s21}{s8}为 了 收 复 失 地 而 宣 战 。 
str__family_|^ 家 族 ： 
str_we_are_conducting_recce|我 们 会 先 侦 察 该 区 域 ， 再 决 定 行 动 。 
str_s49_s12_s11_end|{s49}{s12} （ {s11} ） 。 
str_center_party_not_active|并 不 是 我 们 的 目 标 ， 我 们 没 有 哪 位 领 主 曾 经 占 领 此 处 。 
str_center_is_friendly|不 是 我 们 的 敌 人 。 
str_center_is_already_besieged|正 遭 到 围 攻 。 
str_center_is_looted_or_raided_already|已 经 化 为 一 片 废 墟 。 
str_center_marshal_does_not_want_to_attack_innocents|居 住 着 平 民 ， 若 土 地 被 破 坏 ， 他 们 受 害 最 深 。 
str_center_we_have_already_committed_too_much_time_to_our_present_siege_to_move_elsewhere|正 遭 到 围 攻 ， 此 时 转 移 阵 地 将 是 错 误 。 
str_center_we_are_already_here_we_should_at_least_loot_the_village|已 近 在 咫 尺 ， 我 们 应 夺 其 财 富 ， 毁 其 余 地 。 
str_center_far_away_we_can_reconnoiter_but_will_delay_decision_until_we_get_close|NOT USED 
str_center_far_away_our_cautious_marshal_does_not_wish_to_reconnoiter|距 离 太 远 了 ， 连 侦 察 都 很 困 难 。 
str_center_far_away_even_for_our_aggressive_marshal_to_reconnoiter|距 离 太 远 了 ， 连 侦 察 都 很 困 难 。 
str_center_far_away_reason|{s6}比 {s5}距 我 们 的 势 力 核 心 地 区 还 要 远 ， 这 样 一 来 ， 夺 取 后 难 以 防 守 。 
str_center_closer_but_this_is_not_enought|{s6}比 {s5}距 我 们 的 国 境 近 多 了 ， 但 基 于 其 他 原 因 ， 我 们 此 时 无 法 对 {s6}展 开 进 攻 。 
str_center_protected_by_enemy_army_aggressive|正 被 一 支 实 力 毫 无 疑 问 比 我 们 强 大 的 敌 军 驻 守 。 
str_center_protected_by_enemy_army_cautious|正 被 一 支 强 大 的 敌 军 驻 守 ， 在 他 们 面 前 我 们 毫 无 胜 算 。 
str_center_cautious_marshal_believes_center_too_difficult_to_capture|将 会 是 一 场 惨 烈 且 风 险 很 高 的 战 斗 。 
str_center_even_aggressive_marshal_believes_center_too_difficult_to_capture|的 防 御 太 过 坚 固 ， 无 法 攻 占 。 
str_center_value_outweighed_by_difficulty_of_capture|那 里 不 值 得 我 们 冒 险 进 攻 。 
str_center_value_justifies_the_difficulty_of_capture|毫 无 疑 问 会 被 我 们 攻 占 ， 它 也 确 实 有 进 攻 的 价 值 。 
str_center_is_indefensible|距 我 们 的 另 一 座 城 堡 太 远 ， 难 以 防 守 。 
str_we_are_waiting_for_selection_of_marshal|我 们 在 等 候 选 任 统 帅 。 
str_best_to_attack_the_enemy_lands|我 们 已 经 拥 有 了 如 此 规 模 的 部 队 ， 最 佳 策 略 是 进 攻 敌 土 。 
str_we_believe_the_fortress_will_be_worth_the_effort_to_take_it|我 们 相 信 这 座 城 堡 值 得 进 攻 。 
str_we_will_gather_to_defend_the_beleaguered_fortress|我 们 将 集 结 防 卫 被 困 的 堡 垒 。 
str_the_enemy_temporarily_has_the_field|敌 人 暂 占 上 风 ， 我 们 应 暂 避 风 头 。 
str_center_has_not_been_scouted|我 方 近 期 未 侦 察 ， 但 可 前 往 ， 临 近 再 定 决 策 。 
str_we_have_assembled_some_vassals|已 集 结 部 分 封 臣 ， 但 需 等 更 多 人 马 再 进 入 敌 境 。 
str_we_are_waiting_here_for_vassals|我 们 在 等 候 封 臣 会 合 。 
str_we_are_travelling_to_s11_for_vassals|我 们 正 赶 往 {s11}, 方 便 封 臣 在 出 征 前 会 合 。 
str_center_strength_not_scouted|近 期 未 侦 察 ， 不 知 防 守 力 度 。 
str_center_strength_strongly_defended|据 信 防 守 严 密 
str_center_strength_moderately_defended|据 信 防 守 中 等 
str_center_strength_weakly_defended|据 信 防 守 薄 弱 
str_center_distant_from_concentration|距 我 方 比 敌 军 主 力 更 近 ， 可 在 敌 人 反 应 前 攻 击 摧 毁 
str_plus|+ 
str_minus|- 
str_tutorial_training_ground_warning_no_weapon|嗨 ， 你 不 觉 得 在 我 们 开 始 前 你 需 要 先 拿 一 把 武 器 吗 ？ 那 里 就 有 不 少 武 器 可 以 使 用 ， 赶 快 找 一 把 趁 手 的 。 
str_tutorial_training_ground_warning_shield|你 首 先 要 收 起 你 的 盾 牌 。 下 转 鼠 标 滚 轮 来 收 起 你 的 盾 牌 。 
str_tutorial_training_ground_warning_melee_with_parry|这 项 练 习 需 要 使 用 近 战 武 器 。 
str_tutorial_training_ground_warning_melee|上 转 你 的 鼠 标 滚 轮 来 取 出 一 件 武 器 。 向 上 滚 选 下 一 件 武 器 ， 向 下 滚 选 下 一 件 盾 牌 。 
str_tutorial_training_ground_attack_training|成 功 攻 击 次 数 ： {reg0}/5^ 失 败 攻 击 次 数 ： {reg1}^{s0}
str_tutorial_training_ground_attack_training_down|进 行 刺 击 ！ （ 按 下 鼠 标 左 键 并 向 下 移 动 你 的 鼠 标 ） 
str_tutorial_training_ground_attack_training_up|进 行 上 劈 攻 击 ！ （ 按 下 鼠 标 左 键 并 向 上 移 动 你 的 鼠 标 ） 
str_tutorial_training_ground_attack_training_left|左 砍 攻 击 ！ （ 按 下 鼠 标 左 键 并 向 左 移 动 你 的 鼠 标 ） 
str_tutorial_training_ground_attack_training_right|右 砍 攻 击 ！ （ 按 下 鼠 标 左 键 并 向 右 移 动 你 的 鼠 标 ） 
str_tutorial_training_ground_parry_training|成 功 躲 避 次 数 ： {reg0}/5 
str_tutorial_training_ground_chamber_training|成 功 格 挡 次 数 ： {reg0}/5 
str_tutorial_training_ground_archer_training|精 准 射 击 次 数 ： {reg0}/3^{s0}
str_tutorial_training_ground_ammo_refill|教 程 中 弹 药 已 补 充 。 
str_tutorial_training_ground_archer_text_1|靠 近 {s0}然 后 按 下 F键 捡 起 它 。 
str_tutorial_training_ground_archer_text_2|现 在 ， 射 击 目 标 吧 。 
str_tutorial_training_ground_archer_text_3|准 心 的 大 小 代 表 了 你 的 射 击 精 度 。 按 下 鼠 标 左 键 不 放 直 到 准 心 聚 拢 到 最 小 。 当 准 心 到 达 最 小 时 释 放 鼠 标 左 键 。 如 果 你 瞄 准 的 时 间 过 长 准 心 会 再 次 放 大 。 
str_tutorial_training_ground_archer_text_4|按 下 R键 切 换 到 第 一 人 称 视 角 ， 有 利 于 远 程 武 器 瞄 准 。 
str_tutorial_training_ground_archer_text_5|你 已 击 中 了 所 有 目 标 。 现 在 再 去 和 教 练 交 谈 吧 。 
str_tutorial_training_ground_horseman_text_1|走 近 {s0}然 后 按 下 F键 捡 起 它 。 
str_tutorial_training_ground_horseman_text_2|靠 近 马 匹 然 后 按 F键 骑 马 。 
str_tutorial_training_ground_horseman_text_3|骑 向 下 一 个 路 点 。 
str_tutorial_training_ground_horseman_text_4|击 打 下 一 个 顶 部 有 箭 头 的 假 人 ！ 
str_tutorial_training_ground_horseman_text_5|射 击 顶 部 有 箭 头 的 箭 靶 ！ 
str_tutorial_training_ground_horseman_text_6|你 成 功 地 完 成 了 练 习 。 现 在 回 到 教 练 那 儿 去 和 他 谈 谈 吧 。 
str_the_great_lords_of_your_kingdom_plan_to_gather_at_your_hall_in_s10_for_a_feast|你 王 国 的 大 领 主 们 准 备 聚 集 在 你 {s10}的 大 厅 里 举 行 宴 会 
str_your_previous_court_some_time_ago|你 之 前 的 求 爱 过 了 一 段 时 间 ， 
str_awaiting_the_capture_of_a_fortress_which_can_serve_as_your_court|等 待 夺 回 一 座 要 塞 作 为 你 的 宫 殿 。 
str_but_if_this_goes_badly|我 会 重 视 你 的 建 议 。 但 如 果 搞 砸 了 ， 我 要 追 究 你 的 责 任 。 
str_i_realize_that_you_are_on_good_terms_with_s4_but_we_ask_you_to_do_this_for_the_good_of_the_realm|我 了 解 你 和 {s4}关 系 很 好 ， 但 这 都 是 为 了 国 家 的 利 益 
str_i_realize_that_you_are_on_good_terms_with_s4_but_the_blow_will_hurt_him_more|我 了 解 你 和 {s4}关 系 很 好 — — 但 这 仅 仅 意 味 着 你 对 他 的 打 击 将 更 痛 彻 ！ 
str_killed_bandit_at_alley_fight|这 个 商 人 带 你 进 入 了 他 的 房 子 。 刚 一 进 去 ， 他 就 倚 在 门 边 ， 朝 着 街 道 望 了 一 阵 子 。 在 确 认 没 有 被 人 跟 踪 之 后 ， 才 走 近 你 ， 说 道 … … 
str_wounded_by_bandit_at_alley_fight|你 被 击 倒 了 。 可 是 ， 在 你 失 去 知 觉 之 前 ， 你 听 到 喊 叫 声 和 奔 跑 的 脚 步 声 … … 你 醒 过 来 发 现 自 己 在 室 内 ， 虚 弱 但 还 活 着 。 
str_cannot_leave_now|现 在 不 能 离 开 。 
str_press_tab_to_exit_from_town|按 下 TAB键 马 上 离 开 。 游 戏 中 你 可 以 通 过 按 TAB键 ， 快 速 离 开 任 何 地 方 。 
str_find_the_lair_near_s9_and_free_the_brother_of_the_prominent_s10_merchant|找 到 {s9}附 近 的 匪 巢 ， 解 救 {s10}的 商 人 的 兄 弟 。 
str_please_sir_my_lady_go_find_some_volunteers_i_do_not_know_how_much_time_we_have|{先 生 /尊 敬 的 女 士 }， 如 果 你 想 对 得 起 我 给 予 你 的 信 任 ， 那 么 请 快 一 点 行 动 。 赶 紧 去 找 些 帮 手 吧 ， 我 真 不 知 道 我 们 还 有 多 少 时 间 了 。 
str_you_need_more_men_sir_my_lady|听 着 ， 你 需 要 更 多 的 人 手 。 目 前 你 的 队 伍 人 数 只 有 {reg0}。 如 果 你 带 领 太 少 的 人 去 进 攻 他 们 ， 恐 怕 会 被 绑 着 拖 到 他 们 的 老 巢 ， 这 不 在 我 们 的 计 划 之 中 ， 别 冒 险 。 去 那 些 村 庄 招 募 更 多 的 人 ， 然 后 以 其 人 之 道 还 治 其 人 之 身 。 
str_good_you_have_enough_men|好 ， 很 好 。 你 干 得 真 漂 亮 。 现 在 你 已 经 有 足 够 多 的 人 马 了 ， 去 给 那 些 强 盗 当 头 一 棒 ， 逼 他 们 说 出 窝 点 所 在 。 
str_do_not_waste_time_go_and_learn_where_my_brother_is|你 看 ， {先 生 /尊 敬 的 女 士 }。 时 间 有 点 紧 张 了 ， 现 在 ， 如 果 你 能 去 找 到 他 们 藏 匿 我 兄 弟 的 地 方 ， 我 将 不 胜 感 激 。
str_start_up_quest_message_1|{s9}希 望 你 在 周 边 的 村 庄 至 少 招 募 到 5个 人 ， 完 成 之 后 ， 再 去 找 他 谈 谈 。 他 在 {s1}的 酒 馆 。 
str_start_up_quest_message_2|找 到 并 打 败 一 队 出 没 于 {s9}附 近 的 强 盗 ， 弄 清 楚 你 雇 主 的 兄 弟 被 关 在 哪 里 。 
str_start_up_quest_message_3|从 {s9}附 近 的 匪 巢 救 出 商 人 的 兄 弟 。 
str_start_up_first_quest|你 接 到 了 你 的 第 一 个 任 务 。 游 戏 中 ， 你 可 以 按 Q键 随 时 查 看 任 务 日 志 。 
str_reason_1|我 们 现 在 的 目 标 拥 有 巨 大 的 价 值 。 
str_reason_2|对 {s8}的 攻 击 给 我 们 国 家 造 成 了 极 大 的 危 险 。 
str_reason_3|我 们 认 为 {s8}受 到 了 更 严 重 的 威 胁 
str_reason_4|也 许 是 因 为 该 区 域 敌 军 的 规 模 。 
str_reason_5|我 不 确 定 。 
str_reason_6|我 们 不 知 道 它 的 防 守 力 如 何 。 
str_reason_7|我 们 认 为 它 防 守 严 密 。 
str_reason_8|我 们 认 为 它 防 守 尚 可 。 
str_reason_9|我 们 认 为 它 防 守 薄 弱 。 
str_has_decided_that_an_attack_on_|已 决 定 进 攻 
